time,qpos,qpos,qvel,qvel,ctrl,snsr,snsr,snsr,est_p,est_p,est_v,est_v,est_c,est_s,est_s,est_s,stddev_p,stddev_p,stddev_v,stddev_v,stddev_c,stddev_s,stddev_s,stddev_s,
1.61625,-0.30626,0,-0.389874,0,0,0,0,-0.30626,-0.305773,-7.47934e-16,-11.9965,-5.22238e-12,0,-5.61334e-15,0,-0.32037,1,1,3380.28,739.69,0,1.00116,1e-07,1.00528,
1.6175,-0.306759,0,-0.399212,0,0,0,0,-0.306759,-0.30626,-5.12665e-16,-11.9449,-5.33451e-12,0,-7.2759e-15,0,-0.32078,1,1,3363.6,739.836,0,1.00116,1e-07,1.00526,
1.61875,-0.30727,0,-0.408545,0,0,0,0,-0.30727,-0.306759,-7.84391e-16,-11.894,-5.44597e-12,0,-7.1808e-15,0,-0.321203,1,1,3347.1,739.982,0,1.00116,1e-07,1.00523,
1.62,-0.307792,0,-0.417873,0,0,0,0,-0.307792,-0.30727,-9.05217e-16,-11.8437,-5.45295e-12,0,-7.59186e-15,0,-0.321638,1,1,3330.76,740.127,0,1.00116,1e-07,1.00521,
1.62125,-0.308326,0,-0.427196,0,0,0,0,-0.308326,-0.307792,2.33343e-16,-11.7939,-5.44943e-12,0,-7.72141e-15,0,-0.322086,1,1,3314.6,740.272,0,1.00116,1e-07,1.00518,
1.6225,-0.308872,0,-0.436515,0,0,0,0,-0.308872,-0.308326,4.25807e-16,-11.7448,-5.44771e-12,0,-6.57844e-15,0,-0.322546,1,1,3298.6,740.417,0,1.00116,1e-07,1.00516,
1.62375,-0.309429,0,-0.445827,0,0,0,0,-0.309429,-0.308872,1.65366e-15,-11.6962,-5.5698e-12,0,-6.38383e-15,0,-0.323019,1,1,3282.76,740.561,0,1.00116,1e-07,1.00513,
1.625,-0.309998,0,-0.455135,0,0,0,0,-0.309998,-0.309429,-8.86538e-16,-11.6482,-5.45763e-12,0,-5.30858e-15,0,-0.323504,1,1,3267.09,740.705,0,1.00116,1e-07,1.00511,
1.62625,-0.310579,0,-0.464437,0,0,0,0,-0.310579,-0.309998,1.27694e-15,-11.6007,-5.45183e-12,0,-7.70858e-15,0,-0.324001,1,1,3251.57,740.849,0,1.00116,1e-07,1.00508,
1.6275,-0.311171,0,-0.473734,0,0,0,0,-0.311171,-0.310579,-1.12539e-15,-11.5538,-5.56732e-12,0,-5.53784e-15,0,-0.32451,1,1,3236.21,740.992,0,1.00116,1e-07,1.00506,
1.62875,-0.311774,0,-0.483025,0,0,0,0,-0.311774,-0.311171,5.59691e-16,-11.5074,-5.68324e-12,0,-8.08454e-15,0,-0.325032,1,1,3221.01,741.135,0,1.00116,1e-07,1.00503,
1.63,-0.31239,0,-0.49231,0,0,0,0,-0.31239,-0.311774,-1.38407e-15,-11.4616,-5.55984e-12,0,-6.54436e-15,0,-0.325567,1,1,3205.95,741.278,0,1.00116,1e-07,1.00501,
1.63125,-0.313017,0,-0.50159,0,0,0,0,-0.313017,-0.31239,-9.20055e-16,-11.4163,-5.56475e-12,0,-8.33387e-15,0,-0.326113,1,1,3191.05,741.421,0,1.00116,1e-07,1.00499,
1.6325,-0.313655,0,-0.510863,0,0,0,0,-0.313655,-0.313017,-4.40449e-16,-11.3715,-5.68302e-12,0,-7.87599e-15,0,-0.326672,1,1,3176.29,741.563,0,1.00116,1e-07,1.00496,
1.63375,-0.314306,0,-0.520131,0,0,0,0,-0.314306,-0.313655,5.9121e-16,-11.3272,-5.56652e-12,0,-7.54422e-15,0,-0.327243,1,1,3161.68,741.704,0,1.00116,1e-07,1.00494,
1.635,-0.314967,0,-0.529392,0,0,0,0,-0.314967,-0.314306,-4.97864e-15,-11.2835,-5.79154e-12,0,-6.36694e-15,0,-0.327826,1,1,3147.21,741.846,0,1.00116,1e-07,1.00492,
1.63625,-0.315641,0,-0.538646,0,0,0,0,-0.315641,-0.314967,-9.73491e-16,-11.2402,-5.78773e-12,0,-1.22181e-14,0,-0.328421,1,1,3132.89,741.987,0,1.00116,1e-07,1.00489,
1.6375,-0.316325,0,-0.547895,0,0,0,0,-0.316325,-0.315641,-5.98922e-16,-11.1974,-5.78562e-12,0,-8.20815e-15,0,-0.329029,1,1,3118.7,742.128,0,1.00116,1e-07,1.00487,
1.63875,-0.317022,0,-0.557137,0,0,0,0,-0.317022,-0.316325,3.64948e-15,-11.1551,-5.67663e-12,0,-7.83095e-15,0,-0.329649,1,1,3104.65,742.268,0,1.00116,1e-07,1.00485,
1.64,-0.31773,0,-0.566372,0,0,0,0,-0.31773,-0.317022,-1.1871e-15,-11.1132,-5.79747e-12,0,-3.44631e-15,0,-0.330281,1,1,3090.74,742.408,0,1.00116,1e-07,1.00483,
1.64125,-0.318449,0,-0.5756,0,0,0,0,-0.318449,-0.31773,1.46792e-15,-11.0719,-5.90715e-12,0,-8.43394e-15,0,-0.330925,1,1,3076.95,742.548,0,1.00116,1e-07,1.00481,
1.6425,-0.31918,0,-0.584822,0,0,0,0,-0.31918,-0.318449,1.38791e-15,-11.0309,-5.90732e-12,0,-5.91602e-15,0,-0.331581,1,1,3063.3,742.688,0,1.00116,1e-07,1.00478,
1.64375,-0.319923,0,-0.594036,0,0,0,0,-0.319923,-0.31918,1.12833e-15,-10.9905,-5.90375e-12,0,-5.99625e-15,0,-0.33225,1,1,3049.78,742.827,0,1.00116,1e-07,1.00476,
1.645,-0.320677,0,-0.603244,0,0,0,0,-0.320677,-0.319923,3.60244e-15,-10.9505,-5.78889e-12,0,-6.25136e-15,0,-0.33293,1,1,3036.39,742.965,0,1.00116,1e-07,1.00474,
1.64625,-0.321443,0,-0.612444,0,0,0,0,-0.321443,-0.320677,1.49621e-15,-10.9109,-6.01801e-12,0,-3.63368e-15,0,-0.333623,1,1,3023.13,743.104,0,1.00116,1e-07,1.00472,
1.6475,-0.32222,0,-0.621637,0,0,0,0,-0.32222,-0.321443,2.17115e-15,-10.8718,-6.01841e-12,0,-6.0263e-15,0,-0.334327,1,1,3009.99,743.242,0,1.00116,1e-07,1.0047,
1.64875,-0.323008,0,-0.630822,0,0,0,0,-0.323008,-0.32222,2.16259e-15,-10.833,-6.02006e-12,0,-5.35186e-15,0,-0.335044,1,1,2996.97,743.38,0,1.00116,1e-07,1.00468,
1.65,-0.323808,0,-0.64,0,0,0,0,-0.323808,-0.323008,-1.31565e-15,-10.7948,-5.90527e-12,0,-5.36248e-15,0,-0.335772,1,1,2984.07,743.518,0,1.00116,1e-07,1.00466,
1.65125,-0.32462,0,-0.649171,0,0,0,0,-0.32462,-0.323808,1.06165e-15,-10.7569,-5.90687e-12,0,-8.69724e-15,0,-0.336513,1,1,2971.29,743.655,0,1.00116,1e-07,1.00464,
1.6525,-0.325443,0,-0.658333,0,0,0,0,-0.325443,-0.32462,1.01985e-15,-10.7194,-5.79518e-12,0,-6.32194e-15,0,-0.337266,1,1,2958.63,743.792,0,1.00116,1e-07,1.00462,
1.65375,-0.326277,0,-0.667488,0,0,0,0,-0.326277,-0.325443,8.39687e-16,-10.6824,-5.67815e-12,0,-6.22412e-15,0,-0.33803,1,1,2946.09,743.928,0,1.00116,1e-07,1.0046,
1.655,-0.327123,0,-0.676635,0,0,0,0,-0.327123,-0.326277,-6.55416e-16,-10.6457,-5.56388e-12,0,-6.258e-15,0,-0.338807,1,1,2933.66,744.065,0,1.00116,1e-07,1.00458,
1.65625,-0.32798,0,-0.685774,0,0,0,0,-0.32798,-0.327123,1.13708e-16,-10.6094,-5.67293e-12,0,-7.61027e-15,0,-0.339595,1,1,2921.34,744.201,0,1.00116,1e-07,1.00456,
1.6575,-0.328849,0,-0.694904,0,0,0,0,-0.328849,-0.32798,4.70167e-16,-10.5736,-5.57077e-12,0,-6.97746e-15,0,-0.340396,1,1,2909.13,744.336,0,1.00116,1e-07,1.00454,
1.65875,-0.329729,0,-0.704026,0,0,0,0,-0.329729,-0.328849,2.16126e-15,-10.5381,-5.56982e-12,0,-6.4933e-15,0,-0.341208,1,1,2897.04,744.471,0,1.00116,1e-07,1.00452,
1.66,-0.33062,0,-0.71314,0,0,0,0,-0.33062,-0.329729,1.32678e-15,-10.5029,-5.45515e-12,0,-4.80101e-15,0,-0.342032,1,1,2885.05,744.606,0,1.00116,1e-07,1.0045,
1.66125,-0.331523,0,-0.722246,0,0,0,0,-0.331523,-0.33062,-3.29749e-16,-10.4682,-5.67518e-12,0,-5.49215e-15,0,-0.342869,1,1,2873.17,744.741,0,1.00116,1e-07,1.00448,
1.6625,-0.332437,0,-0.731342,0,0,0,0,-0.332437,-0.331523,-1.65996e-15,-10.4338,-5.45255e-12,0,-7.42372e-15,0,-0.343717,1,1,2861.4,744.876,0,1.00116,1e-07,1.00447,
1.66375,-0.333362,0,-0.74043,0,0,0,0,-0.333362,-0.332437,7.50744e-16,-10.3998,-5.33579e-12,0,-8.47564e-15,0,-0.344576,1,1,2849.73,745.01,0,1.00116,1e-07,1.00445,
1.665,-0.334299,0,-0.749509,0,0,0,0,-0.334299,-0.333362,5.39608e-16,-10.3661,-5.55891e-12,0,-5.91899e-15,0,-0.345448,1,1,2838.17,745.143,0,1.00116,1e-07,1.00443,
1.66625,-0.335248,0,-0.758579,0,0,0,0,-0.335248,-0.334299,-5.21486e-15,-10.3328,-5.57139e-12,0,-6.40903e-15,0,-0.346332,1,1,2826.7,745.277,0,1.00116,1e-07,1.00441,
1.6675,-0.336207,0,-0.767641,0,0,0,0,-0.336207,-0.335248,4.50591e-15,-10.2999,-5.55976e-12,0,-1.21791e-14,0,-0.347227,1,1,2815.34,745.41,0,1.00116,1e-07,1.00439,
1.66875,-0.337178,0,-0.776693,0,0,0,0,-0.337178,-0.336207,-1.1302e-15,-10.2673,-5.68581e-12,0,-2.44379e-15,0,-0.348134,1,1,2804.08,745.543,0,1.00116,1e-07,1.00438,
1.67,-0.33816,0,-0.785735,0,0,0,0,-0.33816,-0.337178,-1.69747e-15,-10.235,-5.55994e-12,0,-8.23746e-15,0,-0.349053,1,1,2792.91,745.675,0,1.00117,1e-07,1.00436,
1.67125,-0.339154,0,-0.794769,0,0,0,0,-0.339154,-0.33816,-5.75133e-16,-10.2031,-5.45223e-12,0,-8.64739e-15,0,-0.349983,1,1,2781.84,745.808,0,1.00117,1e-07,1.00434,
1.6725,-0.340158,0,-0.803792,0,0,0,0,-0.340158,-0.339154,-9.94371e-17,-10.1714,-5.34017e-12,0,-7.39042e-15,0,-0.350925,1,1,2770.87,745.939,0,1.00117,1e-07,1.00432,
1.67375,-0.341174,0,-0.812807,0,0,0,0,-0.341174,-0.340158,-2.06365e-15,-10.1402,-5.33362e-12,0,-6.77465e-15,0,-0.351879,1,1,2759.99,746.071,0,1.00117,1e-07,1.00431,
1.675,-0.342202,0,-0.821811,0,0,0,0,-0.342202,-0.341174,-1.16039e-15,-10.1092,-5.44791e-12,0,-8.73067e-15,0,-0.352845,1,1,2749.2,746.202,0,1.00117,1e-07,1.00429,
1.67625,-0.34324,0,-0.830806,0,0,0,0,-0.34324,-0.342202,7.04765e-16,-10.0785,-5.34148e-12,0,-7.97027e-15,0,-0.353822,1,1,2738.51,746.333,0,1.00117,1e-07,1.00427,
1.6775,-0.34429,0,-0.839791,0,0,0,0,-0.34429,-0.34324,-8.24309e-16,-10.0482,-5.44893e-12,0,-5.97208e-15,0,-0.354811,1,1,2727.91,746.464,0,1.00117,1e-07,1.00426,
1.67875,-0.345351,0,-0.848765,0,0,0,0,-0.345351,-0.34429,-1.62525e-15,-10.0182,-5.56253e-12,0,-7.63547e-15,0,-0.355812,1,1,2717.39,746.594,0,1.00117,1e-07,1.00424,
1.68,-0.346423,0,-0.85773,0,0,0,0,-0.346423,-0.345351,5.57944e-16,-9.98845,-5.67852e-12,0,-8.57841e-15,0,-0.356824,1,1,2706.97,746.724,0,1.00117,1e-07,1.00422,
1.68125,-0.347506,0,-0.866684,0,0,0,0,-0.347506,-0.346423,1.5511e-15,-9.95903,-5.90455e-12,0,-6.54021e-15,0,-0.357848,1,1,2696.63,746.854,0,1.00117,1e-07,1.00421,
1.6825,-0.348601,0,-0.875629,0,0,0,0,-0.348601,-0.347506,-7.88601e-16,-9.9299,-5.67698e-12,0,-5.82959e-15,0,-0.358883,1,1,2686.38,746.984,0,1.00117,1e-07,1.00419,
1.68375,-0.349707,0,-0.884562,0,0,0,0,-0.349707,-0.348601,7.72308e-17,-9.90107,-5.67699e-12,0,-7.88482e-15,0,-0.35993,1,1,2676.22,747.113,0,1.00117,1e-07,1.00417,
1.685,-0.350823,0,-0.893485,0,0,0,0,-0.350823,-0.349707,4.15036e-16,-9.87253,-5.78632e-12,0,-7.01901e-15,0,-0.360988,1,1,2666.13,747.242,0,1.00117,1e-07,1.00416,
1.68625,-0.351951,0,-0.902398,0,0,0,0,-0.351951,-0.350823,2.58664e-15,-9.84427,-6.02358e-12,0,-6.81787e-15,0,-0.362058,1,1,2656.14,747.37,0,1.00117,1e-07,1.00414,
1.6875,-0.353091,0,-0.911299,0,0,0,0,-0.353091,-0.351951,-3.08012e-15,-9.81629,-6.14017e-12,0,-4.94283e-15,0,-0.36314,1,1,2646.22,747.499,0,1.00117,1e-07,1.00413,
1.68875,-0.354241,0,-0.92019,0,0,0,0,-0.354241,-0.353091,1.45805e-15,-9.7886,-6.23946e-12,0,-1.07553e-14,0,-0.364233,1,1,2636.39,747.627,0,1.00117,1e-07,1.00411,
1.69,-0.355402,0,-0.92907,0,0,0,0,-0.355402,-0.354241,-5.85566e-16,-9.76117,-6.24696e-12,0,-6.34128e-15,0,-0.365337,1,1,2626.63,747.754,0,1.00117,1e-07,1.0041,
1.69125,-0.356575,0,-0.937938,0,0,0,0,-0.356575,-0.355402,3.85318e-16,-9.73402,-6.35901e-12,0,-8.39426e-15,0,-0.366453,1,1,2616.96,747.882,0,1.00117,1e-07,1.00408,
1.6925,-0.357758,0,-0.946796,0,0,0,0,-0.357758,-0.356575,-1.81142e-15,-9.70714,-6.36127e-12,0,-7.56345e-15,0,-0.367581,1,1,2607.37,748.009,0,1.00117,1e-07,1.00407,
1.69375,-0.358953,0,-0.955642,0,0,0,0,-0.358953,-0.357758,2.12927e-15,-9.68052,-6.2469e-12,0,-9.763e-15,0,-0.36872,1,1,2597.85,748.135,0,1.00117,1e-07,1.00405,
1.695,-0.360158,0,-0.964477,0,0,0,0,-0.360158,-0.358953,6.00109e-18,-9.65416,-6.13727e-12,0,-5.67936e-15,0,-0.36987,1,1,2588.41,748.262,0,1.00117,1e-07,1.00404,
1.69625,-0.361375,0,-0.9733,0,0,0,0,-0.361375,-0.360158,-4.8768e-15,-9.62806,-6.24608e-12,0,-7.66558e-15,0,-0.371031,1,1,2579.04,748.388,0,1.00117,1e-07,1.00402,
1.6975,-0.362603,0,-0.982112,0,0,0,0,-0.362603,-0.361375,4.27979e-16,-9.60221,-6.23831e-12,0,-1.26844e-14,0,-0.372204,1,1,2569.75,748.514,0,1.00117,1e-07,1.00401,
1.69875,-0.363841,0,-0.990911,0,0,0,0,-0.363841,-0.362603,-1.80919e-15,-9.57661,-6.24372e-12,0,-7.36991e-15,0,-0.373389,1,1,2560.54,748.64,0,1.00117,1e-07,1.00399,
1.7,-0.365091,0,-0.9997,0,0,0,0,-0.365091,-0.363841,1.28455e-16,-9.55127,-6.13206e-12,0,-9.61384e-15,0,-0.374584,1,1,2551.39,748.765,0,1.00117,1e-07,1.00398,
1.70125,-0.366351,0,-1.00848,0,0,0,0,-0.366351,-0.365091,7.06923e-16,-9.52616,-6.24302e-12,0,-7.53662e-15,0,-0.375791,1,1,2542.32,748.89,0,1.00117,1e-07,1.00396,
1.7025,-0.367623,0,-1.01724,0,0,0,0,-0.367623,-0.366351,4.85015e-16,-9.50131,-6.25049e-12,0,-7.09685e-15,0,-0.377009,1,1,2533.32,749.015,0,1.00117,1e-07,1.00395,
1.70375,-0.368905,0,-1.02599,0,0,0,0,-0.368905,-0.367623,-5.16454e-16,-9.47668,-6.13514e-12,0,-7.3281e-15,0,-0.378239,1,1,2524.4,749.139,0,1.00117,1e-07,1.00393,
1.705,-0.370199,0,-1.03473,0,0,0,0,-0.370199,-0.368905,3.72678e-15,-9.4523,-6.13024e-12,0,-8.18538e-15,0,-0.37948,1,1,2515.54,749.263,0,1.00117,1e-07,1.00392,
1.70625,-0.371503,0,-1.04346,0,0,0,0,-0.371503,-0.370199,1.58621e-15,-9.42815,-6.13774e-12,0,-3.93602e-15,0,-0.380732,1,1,2506.75,749.387,0,1.00117,1e-07,1.00391,
1.7075,-0.372818,0,-1.05217,0,0,0,0,-0.372818,-0.371503,-8.53834e-16,-9.40423,-6.13805e-12,0,-6.08596e-15,0,-0.381995,1,1,2498.03,749.511,0,1.00117,1e-07,1.00389,
1.70875,-0.374144,0,-1.06088,0,0,0,0,-0.374144,-0.372818,-2.89253e-15,-9.38054,-6.35995e-12,0,-8.52639e-15,0,-0.383269,1,1,2489.37,749.634,0,1.00117,1e-07,1.00388,
1.71,-0.375481,0,-1.06957,0,0,0,0,-0.375481,-0.374144,-1.50689e-15,-9.35707,-6.24164e-12,0,-1.08425e-14,0,-0.384555,1,1,2480.79,749.757,0,1.00117,1e-07,1.00387,
1.71125,-0.376829,0,-1.07824,0,0,0,0,-0.376829,-0.375481,9.78324e-16,-9.33382,-6.24575e-12,0,-9.30894e-15,0,-0.385852,1,1,2472.27,749.879,0,1.00117,1e-07,1.00385,
1.7125,-0.378188,0,-1.08691,0,0,0,0,-0.378188,-0.376829,7.73353e-18,-9.31079,-6.2425e-12,0,-6.82886e-15,0,-0.38716,1,1,2463.81,750.002,0,1.00117,1e-07,1.00384,
1.71375,-0.379557,0,-1.09556,0,0,0,0,-0.379557,-0.378188,-5.76031e-16,-9.28798,-6.1305e-12,0,-7.79539e-15,0,-0.388479,1,1,2455.42,750.124,0,1.00117,1e-07,1.00383,
1.715,-0.380938,0,-1.1042,0,0,0,0,-0.380938,-0.379557,5.90955e-16,-9.26539,-6.4715e-12,0,-8.23915e-15,0,-0.389809,1,1,2447.1,750.246,0,1.00117,1e-07,1.00381,
1.71625,-0.382329,0,-1.11282,0,0,0,0,-0.382329,-0.380938,7.20342e-16,-9.243,-6.47491e-12,0,-7.49842e-15,0,-0.39115,1,1,2438.83,750.367,0,1.00117,1e-07,1.0038,
1.7175,-0.38373,0,-1.12143,0,0,0,0,-0.38373,-0.382329,1.09084e-15,-9.22083,-6.4781e-12,0,-7.3733e-15,0,-0.392502,1,1,2430.63,750.489,0,1.00117,1e-07,1.00379,
1.71875,-0.385143,0,-1.13003,0,0,0,0,-0.385143,-0.38373,1.4418e-15,-9.19886,-6.47174e-12,0,-7.00679e-15,0,-0.393865,1,1,2422.49,750.61,0,1.00117,1e-07,1.00377,
1.72,-0.386566,0,-1.13861,0,0,0,0,-0.386566,-0.385143,-1.78794e-15,-9.17709,-6.25186e-12,0,-6.64787e-15,0,-0.39524,1,1,2414.42,750.73,0,1.00117,1e-07,1.00376,
1.72125,-0.388,0,-1.14719,0,0,0,0,-0.388,-0.386566,1.32509e-15,-9.15553,-6.35857e-12,0,-9.60277e-15,0,-0.396625,1,1,2406.4,750.851,0,1.00117,1e-07,1.00375,
1.7225,-0.389445,0,-1.15574,0,0,0,0,-0.389445,-0.388,-5.902e-16,-9.13416,-6.4754e-12,0,-6.62312e-15,0,-0.398021,1,1,2398.44,750.971,0,1.00117,1e-07,1.00374,
1.72375,-0.3909,0,-1.16429,0,0,0,0,-0.3909,-0.389445,4.45329e-17,-9.113,-6.47105e-12,0,-8.68445e-15,0,-0.399429,1,1,2390.54,751.091,0,1.00117,1e-07,1.00372,
1.725,-0.392366,0,-1.17282,0,0,0,0,-0.392366,-0.3909,8.31543e-17,-9.09202,-6.4782e-12,0,-8.04428e-15,0,-0.400847,1,1,2382.71,751.21,0,1.00117,1e-07,1.00371,
1.72625,-0.393843,0,-1.18133,0,0,0,0,-0.393843,-0.392366,1.52385e-15,-9.07124,-6.47414e-12,0,-8.01459e-15,0,-0.402276,1,1,2374.92,751.33,0,1.00117,1e-07,1.0037,
1.7275,-0.39533,0,-1.18983,0,0,0,0,-0.39533,-0.393843,2.32007e-15,-9.05065,-6.58749e-12,0,-6.56883e-15,0,-0.403716,1,1,2367.2,751.449,0,1.00117,1e-07,1.00369,
1.72875,-0.396828,0,-1.19832,0,0,0,0,-0.396828,-0.39533,-1.50047e-15,-9.03024,-6.70424e-12,0,-5.91429e-15,0,-0.405167,1,1,2359.53,751.567,0,1.00117,1e-07,1.00368,
1.73,-0.398337,0,-1.20679,0,0,0,0,-0.398337,-0.396828,4.03502e-17,-9.01002,-6.7056e-12,0,-9.88077e-15,0,-0.406629,1,1,2351.92,751.686,0,1.00117,1e-07,1.00366,
1.73125,-0.399856,0,-1.21525,0,0,0,0,-0.399856,-0.398337,-1.29524e-15,-8.98999,-6.81815e-12,0,-8.34165e-15,0,-0.408101,1,1,2344.37,751.804,0,1.00117,1e-07,1.00365,
1.7325,-0.401385,0,-1.2237,0,0,0,0,-0.401385,-0.399856,5.34824e-15,-8.97013,-6.81754e-12,0,-9.81792e-15,0,-0.409585,1,1,2336.87,751.922,0,1.00117,1e-07,1.00364,
1.73375,-0.402925,0,-1.23213,0,0,0,0,-0.402925,-0.401385,4.41182e-15,-8.95045,-6.81956e-12,0,-3.17368e-15,0,-0.411079,1,1,2329.42,752.039,0,1.00118,1e-07,1.00363,
1.735,-0.404476,0,-1.24054,0,0,0,0,-0.404476,-0.402925,1.57261e-15,-8.93095,-6.93393e-12,0,-4.11263e-15,0,-0.412584,1,1,2322.03,752.157,0,1.00118,1e-07,1.00362,
1.73625,-0.406037,0,-1.24894,0,0,0,0,-0.406037,-0.404476,-1.23561e-15,-8.91163,-6.81589e-12,0,-7.0948e-15,0,-0.4141,1,1,2314.69,752.274,0,1.00118,1e-07,1.0036,
1.7375,-0.407609,0,-1.25733,0,0,0,0,-0.407609,-0.406037,-4.98726e-16,-8.89247,-6.70526e-12,0,-9.75548e-15,0,-0.415626,1,1,2307.4,752.391,0,1.00118,1e-07,1.00359,
1.73875,-0.409191,0,-1.2657,0,0,0,0,-0.409191,-0.407609,-4.41652e-16,-8.87349,-6.70354e-12,0,-8.88031e-15,0,-0.417163,1,1,2300.17,752.507,0,1.00118,1e-07,1.00358,
1.74,-0.410784,0,-1.27405,0,0,0,0,-0.410784,-0.409191,-6.01003e-16,-8.85468,-6.58416e-12,0,-8.82108e-15,0,-0.418711,1,1,2292.98,752.623,0,1.00118,1e-07,1.00357,
1.74125,-0.412387,0,-1.28239,0,0,0,0,-0.412387,-0.410784,-1.11751e-15,-8.83603,-6.70427e-12,0,-8.8312e-15,0,-0.42027,1,1,2285.85,752.739,0,1.00118,1e-07,1.00356,
1.7425,-0.414,0,-1.29072,0,0,0,0,-0.414,-0.412387,3.63736e-15,-8.81754,-6.69699e-12,0,-9.49785e-15,0,-0.421839,1,1,2278.77,752.855,0,1.00118,1e-07,1.00355,
1.74375,-0.415624,0,-1.29903,0,0,0,0,-0.415624,-0.414,4.07492e-15,-8.79922,-6.81245e-12,0,-4.73387e-15,0,-0.423419,1,1,2271.74,752.971,0,1.00118,1e-07,1.00354,
1.745,-0.417258,0,-1.30732,0,0,0,0,-0.417258,-0.415624,4.8219e-15,-8.78106,-6.70891e-12,0,-4.44064e-15,0,-0.425009,1,1,2264.76,753.086,0,1.00118,1e-07,1.00353,
1.74625,-0.418902,0,-1.3156,0,0,0,0,-0.418902,-0.417258,1.62669e-15,-8.76306,-6.81621e-12,0,-3.56424e-15,0,-0.42661,1,1,2257.83,753.201,0,1.00118,1e-07,1.00352,
1.7475,-0.420557,0,-1.32386,0,0,0,0,-0.420557,-0.418902,1.15716e-15,-8.74522,-6.81592e-12,0,-6.89357e-15,0,-0.428222,1,1,2250.94,753.315,0,1.00118,1e-07,1.0035,
1.74875,-0.422222,0,-1.33211,0,0,0,0,-0.422222,-0.420557,-1.44263e-15,-8.72753,-6.70488e-12,0,-7.36274e-15,0,-0.429844,1,1,2244.11,753.43,0,1.00118,1e-07,1.00349,
1.75,-0.423898,0,-1.34034,0,0,0,0,-0.423898,-0.422222,1.69125e-15,-8.70999,-6.81604e-12,0,-9.82374e-15,0,-0.431477,1,1,2237.32,753.544,0,1.00118,1e-07,1.00348,
1.75125,-0.425583,0,-1.34855,0,0,0,0,-0.425583,-0.423898,1.0638e-15,-8.69261,-6.69207e-12,0,-6.8288e-15,0,-0.43312,1,1,2230.58,753.657,0,1.00118,1e-07,1.00347,
1.7525,-0.427279,0,-1.35675,0,0,0,0,-0.427279,-0.425583,2.57661e-16,-8.67537,-6.69628e-12,0,-7.30129e-15,0,-0.434774,1,1,2223.88,753.771,0,1.00118,1e-07,1.00346,
1.75375,-0.428986,0,-1.36493,0,0,0,0,-0.428986,-0.427279,-2.80788e-17,-8.65829,-6.81242e-12,0,-8.11268e-15,0,-0.436438,1,1,2217.24,753.884,0,1.00118,1e-07,1.00345,
1.755,-0.430702,0,-1.3731,0,0,0,0,-0.430702,-0.428986,3.5555e-16,-8.64135,-6.81363e-12,0,-8.54361e-15,0,-0.438113,1,1,2210.63,753.997,0,1.00118,1e-07,1.00344,
1.75625,-0.432429,0,-1.38125,0,0,0,0,-0.432429,-0.430702,3.91371e-15,-8.62455,-6.92626e-12,0,-8.16148e-15,0,-0.439797,1,1,2204.08,754.11,0,1.00118,1e-07,1.00343,
1.7575,-0.434165,0,-1.38938,0,0,0,0,-0.434165,-0.432428,2.92871e-15,-9.01711,-7.06949e-12,0,-4.74412e-15,0,-0.441493,1,1,2205.27,754.222,0,1.00118,1e-07,-52.2963,
1.75875,-0.435912,0,-1.3975,0,0,0,0,-0.435912,-0.434165,5.88658e-15,-9.70384,-7.2293e-12,0,-5.90816e-15,0,-0.44371,1,1,2510.23,754.335,0,1.00118,1e-07,-391.034,
1.76,-0.437669,0,-1.4056,0,0,0,0,-0.437669,-0.435912,7.96774e-15,-9.68784,-7.24631e-12,0,-3.15005e-15,0,-0.446305,1,1,2594.26,754.447,0,1.00118,1e-07,-1091.1,
1.76125,-0.439436,0,-1.41368,0,0,0,0,-0.439436,-0.437669,-8.43541e-15,-9.77141,-7.19287e-12,0,-1.09015e-15,0,-0.448032,1,1,2595.32,754.558,0,1.00118,1e-07,-1851.64,
1.7625,-0.441213,0,-1.42175,0,0,0,0,-0.441213,-0.439436,6.46262e-15,-9.84137,-7.28909e-12,0,-1.74265e-14,0,-0.449893,1,1,2596.39,754.67,0,1.00118,1e-07,-2758.52,
1.76375,-0.443001,0,-1.4298,0,0,0,0,-0.443001,-0.441213,1.57294e-15,-9.90318,-7.23463e-12,0,-2.64874e-15,0,-0.451748,1,1,2597.45,754.781,0,1.00118,1e-07,-3661.37,
1.765,-0.444798,0,-1.43783,0,0,0,0,-0.444798,-0.443001,3.07444e-15,-9.77029,-7.15343e-12,0,-7.47035e-15,0,-0.453602,1,1,2978.19,754.892,0,1.00118,1e-07,-4278.89,
1.76625,-0.446605,0,-1.44584,0,0,0,0,-0.446605,-0.444798,2.03986e-16,-9.66699,-7.25251e-12,0,-5.86735e-15,0,-0.455224,1,1,3389.21,755.002,0,1.00118,1e-07,-5092.24,
1.7675,-0.448423,0,-1.45384,0,0,0,0,-0.448423,-0.446605,9.5226e-15,-9.59135,-7.31843e-12,0,-8.86165e-15,0,-0.456892,1,1,3819.01,755.113,0,1.00118,1e-07,-5838.85,
1.76875,-0.45025,0,-1.46182,0,0,0,0,-0.45025,-0.448423,5.41803e-15,-9.54107,-7.16003e-12,0,3.74555e-16,0,-0.458604,1,1,4261.92,755.223,0,1.00118,1e-07,-6513.55,
