time,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_p,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_v,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_c,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,est_s,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_p,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_v,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_c,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,stddev_s,predict,correct,
0.00740576,0.0482677,0.000335755,-0.0290092,0.000264478,0.251598,-0.00196598,0.000385217,-0.404386,0.716599,0.298976,-0.503517,-0.835044,-0.297741,0.501862,-0.00296101,-0.00948056,0.642536,-0.942675,-0.549934,-0.00951464,0.00179144,0.0084758,-0.644208,0.9433,0.548326,0.00889817,-0.00299435,0.000258839,-0.000667443,-0.00384174,-0.0114039,-0.00023187,0.0307759,-0.00140532,-0.193634,0.187144,-0.0563462,0.596107,-0.12241,-0.153145,-0.124371,0.0304549,0.141747,-0.303425,-0.226946,-0.0494693,0.0615953,-0.0436286,-0.242945,0.392523,0.0218144,-0.0335365,-0.789802,0.732701,-0.359628,0.309235,0.546282,-0.447925,0.0370628,0.0306257,0.0214994,-0.0155797,-0.57007,0.662576,0.934076,-0.943839,0.502949,-0.513042,0.0589143,-0.0260087,0.0505936,-0.4,-0.840577,0.718647,-0.297489,0.297998,0.503032,-0.501784,0.00117801,-0.00127297,0.00988671,-0.0101509,-0.641988,0.642093,0.939471,-0.939629,0.54848,-0.548472,0.00893357,-0.00939827,-7.84888e-05,-0.404728,0.00567798,0.000330336,-0.0586308,0.0982703,-0.0286438,0.171264,-0.00157406,-0.0110611,-0.019374,-0.0136331,0.0123338,-0.000240208,-0.00231664,-0.0132463,-0.00456807,0.00926033,-0.0351048,-0.0313849,-0.0109306,0.000160186,-2.2877,-0.169389,9.50925,-0.00373172,-0.00475741,0.00437823,-0.498344,-0.192231,-14.9513,0.0585514,0.365337,0.0208877,-0.203083,-0.567328,-15.8139,0.133146,-0.429767,0.0136407,0.0120028,0.0562395,0.377469,-0.0354315,-0.0536724,0.318382,0.057344,0.0451521,0.361145,0.0774653,0.0181117,0.315164,0.0117887,-0.0557602,0.377474,-0.035225,0.0543273,0.318377,0.0571719,-0.0448477,0.361148,0.0773964,-0.0178883,0.315166,-0.0446078,-0.0734134,0.017481,-0.0443246,0.0741143,0.0174777,0.0433881,-0.0734701,0.0129019,0.0436706,0.0738357,0.0128931,0.0407429,-0.107771,0.266488,0.0547316,-0.117144,0.238705,0.0510983,0.108309,0.266673,0.0683759,0.117644,0.240794,8.4622e-08,7.85244e-08,1.5769e-08,8.54892e-08,9.49613e-08,9.88012e-08,3.03068e-07,7.92399e-08,2.8661e-07,3.15196e-07,3.20848e-07,3.35231e-07,2.97959e-07,3.12833e-07,1.36157e-07,1.02449e-07,1.32328e-07,1.62693e-07,1.32039e-07,1.9341e-07,1.22662e-07,9.58922e-08,1.45252e-07,1.66708e-07,1.35209e-07,1.90623e-07,1.78502e-06,1.26932e-06,8.5383e-05,9.76042e-05,9.40104e-05,0.000103768,0.00506887,2.8853e-07,0.00425492,0.00504326,0.00550933,0.00537436,0.00457958,0.00488931,0.00124602,0.0005745,0.00111579,0.00241149,0.00196216,0.00244981,0.00119555,0.000581237,0.00125939,0.00263471,0.00184664,0.00264987,-0.789802,0.732701,-0.359628,0.309235,0.546282,-0.447925,0.0370628,0.0306257,0.0214994,-0.0155797,-0.57007,0.662576,0.934076,-0.943839,0.502949,-0.513042,0.0589143,-0.0260087,0.0505936,-0.4,2.96932e-06,2.01664e-06,2.04473e-06,2.40147e-06,2.34559e-06,2.74773e-06,1.49519e-06,1.50975e-06,1.47282e-06,1.43744e-06,1.81824e-06,1.65553e-06,1.6465e-06,1.77549e-06,1.49347e-06,1.46256e-06,1.59562e-06,1.69515e-06,2.53327e-06,1.09681e-06,0.0432458,0.0260503,0.026623,0.0337758,0.0320384,0.0430842,0.0179856,0.0180122,0.016766,0.0166545,0.0236825,0.0207088,0.0214039,0.0227984,0.0168307,0.0169584,0.0197839,0.0196077,0.0361271,0.0100023,0.341809,0.313234,0.931306,0.00324849,0.00554156,0.00960337,5.81919,3.86559,27.7504,1.01927,1.13406,1.05809,5.99382,4.7706,28.6817,1.02093,1.11207,1.06463,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,100,100,1e+10,1e+10,1e+10,100,1e+10,1e+10,1e+10,1e+10,1e+10,100,0.000244141,40.9941,
0.0144636,0.0482314,0.000337679,-0.0289184,0.000242055,0.251503,-0.00195444,0.00113872,-0.404397,0.71488,0.300181,-0.504054,-0.831759,-0.298992,0.500611,-0.00380712,-0.00909892,0.6435,-0.944497,-0.550913,-0.00948769,0.00243567,0.00794212,-0.645453,0.945124,0.548179,0.00805723,-0.00458523,0.000313334,0.0120931,-0.00326444,-0.011434,-1.59203e-06,0.0944237,-0.00134635,-0.23764,0.147966,-0.0812338,0.435863,-0.164046,-0.170986,-0.113662,0.0501004,0.121701,-0.230542,-0.12841,0.00138134,0.0875852,-0.071679,-0.163372,0.233233,-0.0261762,-0.109104,-0.831245,0.68467,-0.296083,0.384835,0.497677,-0.497863,0.0216236,0.0461974,0.0164419,0.0333552,-0.628355,0.658853,0.917885,-0.909513,0.529407,-0.551528,0.0195485,-0.00723086,-0.030314,-0.4,-0.832626,0.715905,-0.298964,0.300119,0.501174,-0.502541,0.0020225,-0.00349229,0.00828087,-0.00937807,-0.645125,0.643129,0.944704,-0.943834,0.548509,-0.550869,0.00860697,-0.00978433,0.000412372,-0.404393,0.345381,-0.0998564,-0.172952,0.163361,-0.0993853,0.139392,0.0329785,-0.0751208,-0.0276488,0.0143927,-0.131661,0.0844247,0.19997,-0.163331,0.0253366,-0.132988,-0.0416204,-0.0389223,0.0041685,-0.00104787,-2.33777,-0.119992,9.62538,0.00195785,0.00451702,-0.0102422,0.719876,-0.315919,-15.2088,0.1212,0.540128,0.0273624,0.0582365,-0.55745,-15.6926,0.163627,-0.431461,-0.0215148,0.0122248,0.0564105,0.377194,-0.0351963,-0.0535094,0.318111,0.0575709,0.0453169,0.360888,0.0777065,0.0182663,0.31492,0.0120029,-0.0555892,0.37722,-0.0349824,0.0544904,0.318086,0.0573926,-0.0446829,0.360909,0.0776352,-0.0177336,0.314928,-0.0442945,-0.0729698,0.0174772,-0.044255,0.0740289,0.0173837,0.0436933,-0.0731374,0.0127474,0.0437386,0.0739474,0.0127624,0.0415141,-0.10763,0.266102,0.0556708,-0.117036,0.238415,0.0515414,0.108388,0.266418,0.0689025,0.117706,0.240588,6.96001e-11,4.99077e-11,2.58966e-10,4.99635e-09,5.22416e-09,7.39932e-09,2.65873e-07,3.72335e-12,2.32419e-07,2.56164e-07,2.75634e-07,2.48021e-07,2.6298e-07,2.19053e-07,3.82308e-08,2.91394e-08,4.71111e-08,8.60756e-08,5.31983e-08,1.3775e-07,4.61595e-08,2.68356e-08,4.75099e-08,7.90638e-08,4.69976e-08,1.46752e-07,1.16843e-06,8.62366e-07,3.91668e-06,9.71327e-05,9.33125e-05,0.000103855,0.00527974,6.06869e-08,0.00475017,0.00509536,0.00550238,0.00490778,0.0053049,0.00434941,0.000760626,0.000558962,0.000880806,0.00163201,0.00112847,0.00260868,0.000929702,0.000523134,0.00103607,0.00180112,0.000938447,0.00282955,-0.831245,0.68467,-0.296083,0.384835,0.497677,-0.497863,0.0216236,0.0461974,0.0164419,0.0333552,-0.628355,0.658853,0.917885,-0.909513,0.529407,-0.551528,0.0195485,-0.00723086,-0.030314,-0.4,2.06103e-06,1.94258e-06,2.45315e-06,2.17374e-06,1.71936e-06,2.76997e-06,1.36997e-06,1.36902e-06,1.18955e-06,1.23554e-06,1.54393e-06,1.4727e-06,1.3825e-06,1.57411e-06,1.36679e-06,1.30774e-06,1.58144e-06,1.71259e-06,2.55347e-06,1.00006e-06,0.031605,0.0294758,0.0391576,0.0335566,0.0243753,0.0455519,0.017574,0.0174099,0.0137474,0.0147124,0.021644,0.019527,0.0177675,0.0207365,0.0176629,0.0161866,0.0213062,0.0240538,0.0411877,0.0100012,0.294019,0.328409,0.172494,0.0027033,0.00495975,0.0119271,5.8469,4.34408,26.5936,1.0185,1.1564,1.05584,5.53003,4.70838,26.0772,1.02646,1.14608,1.06381,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,100,100,1e+10,1e+10,1e+10,100,1e+10,1e+10,1e+10,1e+10,1e+10,100,0,31.9221,
0.0215693,0.0481605,0.000338381,-0.0288633,0.000214745,0.251395,-0.00196773,0.00169554,-0.404404,0.71349,0.30114,-0.503964,-0.829475,-0.300134,0.499602,-0.00432899,-0.00893726,0.644336,-0.945721,-0.551257,-0.00953295,0.00381739,0.00694601,-0.646464,0.946239,0.547925,0.00713644,-0.00970885,0.000318261,0.00777325,-0.00299925,-0.0144948,-0.0038419,0.074558,-0.00104813,-0.18843,0.133726,0.0100002,0.311899,-0.152879,-0.14082,-0.0728523,0.0241164,0.113719,-0.164975,-0.0442746,-0.00682551,0.193349,-0.136962,-0.140515,0.151,-0.0425686,-0.124458,-0.790098,0.756399,-0.290896,0.300774,0.479149,-0.497811,0.0144185,0.0193699,-0.0249189,-0.0176713,-0.598154,0.608544,0.969397,-0.991765,0.513405,-0.462398,-0.0250949,-0.0151428,0.0245538,-0.4,-0.830304,0.713879,-0.300039,0.301238,0.499968,-0.503367,0.00284376,-0.00423496,0.00761809,-0.00898905,-0.645926,0.644082,0.945521,-0.945268,0.548359,-0.551401,0.00754619,-0.00964817,0.00145709,-0.404401,0.204558,-0.141444,-0.147569,0.148332,-0.0901104,0.0960444,0.0579631,-0.0600203,-0.0451551,0.0158467,-0.0667123,0.0817538,0.0566602,-0.10875,0.0252114,-0.0685394,-0.0716823,-0.0231244,0.0452321,-0.000572298,-2.44783,-0.106603,8.81346,0.00494539,0.00742107,-0.00917495,1.35055,0.0727541,-14.3182,0.121881,0.673455,0.0192059,-0.111912,-0.276915,-14.3393,0.175036,-0.424268,-0.061785,0.0121586,0.0564049,0.377257,-0.0352572,-0.0535155,0.318171,0.0575059,0.0453119,0.360954,0.077645,0.0182616,0.314987,0.0119381,-0.0555948,0.377283,-0.0350446,0.0544843,0.318146,0.0573288,-0.0446879,0.360974,0.0775741,-0.0177383,0.314995,-0.0443084,-0.0728741,0.0175938,-0.0442811,0.0739418,0.0174956,0.0436787,-0.073128,0.0128556,0.0437131,0.0739329,0.0128847,0.0415813,-0.107636,0.266086,0.0557633,-0.117059,0.238418,0.0516273,0.108338,0.266515,0.0690546,0.117644,0.240725,1.3286e-10,1.00449e-10,3.35153e-10,5.34183e-09,5.17862e-09,7.3393e-09,2.5534e-07,5.52978e-12,2.40423e-07,2.88173e-07,2.59694e-07,2.28659e-07,2.39363e-07,2.41964e-07,2.76261e-08,2.23953e-08,6.63286e-08,1.2509e-07,4.25306e-08,1.06802e-07,1.61465e-07,7.14337e-08,7.83324e-08,1.33918e-07,9.53238e-08,1.79961e-07,2.29418e-06,1.81372e-06,6.58467e-06,9.74977e-05,9.26839e-05,0.000104123,0.00493166,1.00096e-07,0.00480874,0.00536358,0.00503044,0.004336,0.00469093,0.00483932,0.00057243,0.000447831,0.00128501,0.00240866,0.000817056,0.002182,0.00324691,0.0013742,0.00149699,0.00251164,0.00187174,0.00345664,-0.790098,0.756399,-0.290896,0.300774,0.479149,-0.497811,0.0144185,0.0193699,-0.0249189,-0.0176713,-0.598154,0.608544,0.969397,-0.991765,0.513405,-0.462398,-0.0250949,-0.0151428,0.0245538,-0.4,1.94979e-06,2.11753e-06,1.8974e-06,2.77567e-06,2.15624e-06,2.23191e-06,1.57626e-06,1.45571e-06,1.43943e-06,1.25601e-06,1.62914e-06,1.44079e-06,2.04843e-06,1.46654e-06,1.54043e-06,1.21397e-06,1.7704e-06,1.41512e-06,2.23737e-06,1.00006e-06,0.0284427,0.0324925,0.0275964,0.0433991,0.033184,0.0339308,0.0216014,0.0187868,0.0184588,0.0150599,0.0221387,0.0184773,0.0299414,0.0189481,0.0207248,0.0142629,0.0250128,0.0186117,0.0340785,0.0100012,0.34385,0.48714,0.351367,0.00270635,0.00422752,0.011119,5.97852,4.11177,36.8244,1.01729,1.13029,1.03477,5.24974,4.74915,31.9238,1.02273,1.15021,1.04781,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,100,100,1e+10,1e+10,1e+10,100,1e+10,1e+10,1e+10,1e+10,1e+10,100,0,28.7378,
0.0294521,0.0480241,0.000365617,-0.0289131,0.000200787,0.251235,-0.00197185,0.00225726,-0.404411,0.712348,0.301576,-0.503394,-0.828181,-0.30108,0.498682,-0.00551226,-0.00831133,0.645166,-0.946753,-0.552081,-0.00977534,0.00573398,0.00590996,-0.647915,0.947764,0.547867,0.00632373,-0.0171713,0.00342257,-0.00620419,-0.00255122,-0.0181628,-0.00240882,0.0612785,-0.000873721,-0.142951,0.0559121,0.0737597,0.161322,-0.117545,-0.1178,-0.150371,0.0773949,0.105569,-0.127588,-0.102966,-0.0318907,0.23831,-0.130908,-0.184035,0.188915,-0.00923393,-0.102672,-0.875456,0.728129,-0.339928,0.308053,0.459728,-0.467773,0.00943663,-0.0327982,0.0609207,-0.0053473,-0.630567,0.580675,0.901602,-0.932044,0.481334,-0.535647,0.0664321,0.00926736,-0.05757,-0.4,-0.828374,0.712757,-0.301437,0.302019,0.49907,-0.502542,0.00479027,-0.00463508,0.00628787,-0.00896072,-0.64695,0.644871,0.946129,-0.945801,0.548343,-0.551761,0.00645096,-0.00977491,0.00177173,-0.404408,0.139751,-0.0913714,-0.163812,0.111138,-0.0677694,0.177763,0.122027,-0.038695,-0.082097,-0.00199537,-0.0617206,0.0668954,-0.0133958,-0.00949725,0.0528359,-0.0641421,-0.0863367,-0.0293009,0.00974038,-0.000473691,-2.22758,-0.145428,10.1549,-0.00651711,0.0109124,-0.00508305,0.480976,-0.158962,-16.1545,0.0728845,0.535564,-0.00087425,1.20828,-0.645923,-16.5148,0.187069,-0.296051,-0.0281223,0.0119993,0.0564248,0.377219,-0.0354073,-0.053504,0.318141,0.0573484,0.0453319,0.360921,0.0774921,0.0182775,0.314958,0.0117835,-0.055575,0.377257,-0.0351992,0.0544958,0.318105,0.057175,-0.0446679,0.360951,0.0774227,-0.0177224,0.31497,-0.0443758,-0.0726487,0.0175733,-0.044314,0.0739077,0.0174383,0.0436128,-0.0730953,0.0128775,0.0436834,0.0739359,0.0128884,0.0415331,-0.107613,0.266001,0.0557355,-0.117051,0.238349,0.0515284,0.108347,0.266429,0.0689594,0.117662,0.240645,9.0468e-11,1.50341e-10,4.74933e-10,6.73068e-09,6.64964e-09,7.59975e-09,2.9891e-07,6.43416e-12,2.78729e-07,3.12125e-07,3.4154e-07,2.86416e-07,3.00817e-07,3.17181e-07,1.41378e-07,6.56034e-08,7.16365e-08,1.50995e-07,1.00916e-07,2.00151e-07,1.56601e-07,7.0776e-08,9.50776e-08,1.74608e-07,1.22737e-07,2.16239e-07,3.9431e-07,2.25318e-06,7.19252e-06,9.76406e-05,9.30259e-05,0.000102613,0.00449678,9.34002e-08,0.00436788,0.00491194,0.00525216,0.00449606,0.00475476,0.00502008,0.0022453,0.00101079,0.00107643,0.00231113,0.00158827,0.00315052,0.00241759,0.00109188,0.00147315,0.00275319,0.00191508,0.00331621,-0.875456,0.728129,-0.339928,0.308053,0.459728,-0.467773,0.00943663,-0.0327982,0.0609207,-0.0053473,-0.630567,0.580675,0.901602,-0.932044,0.481334,-0.535647,0.0664321,0.00926736,-0.05757,-0.4,2.362e-06,2.22185e-06,2.60769e-06,3.01343e-06,3.06362e-06,3.93894e-06,1.8812e-06,1.75593e-06,1.63481e-06,1.65392e-06,1.87806e-06,1.79415e-06,2.34184e-06,2.05912e-06,2.02578e-06,1.67679e-06,2.14592e-06,2.13145e-06,2.49416e-06,1.00011e-06,0.0313524,0.0291185,0.035317,0.0419141,0.0427447,0.0554983,0.0236477,0.0221271,0.0198535,0.0203967,0.0237373,0.022489,0.0314745,0.0265217,0.0264027,0.0210057,0.0273598,0.0278613,0.0324421,0.0100017,0.529795,0.336155,0.891528,0.00411359,0.00606228,0.00804408,8.26904,4.34765,28.6844,1.0236,1.21625,1.05881,8.91714,4.45654,30.2955,1.02661,1.16397,1.06796,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,100,100,1e+10,1e+10,1e+10,100,1e+10,1e+10,1e+10,1e+10,1e+10,100,0.000244141,25.1106,
0.0364351,0.0478982,0.000392009,-0.0289407,0.000185868,0.2511,-0.00200243,0.0026133,-0.404415,0.711629,0.301868,-0.501529,-0.827388,-0.301657,0.498115,-0.00597492,-0.00804593,0.645875,-0.947585,-0.552639,-0.0100066,0.0067469,0.00552156,-0.648903,0.948585,0.547712,0.00611904,-0.0176573,0.00381429,-0.00388784,-0.00211432,-0.0170201,-0.0026653,0.0486357,-0.000633815,-0.101784,0.0448193,0.261625,0.112334,-0.0820145,-0.0765659,-0.0650341,0.0391657,0.101798,-0.115328,-0.0775299,-0.0301702,0.144766,-0.0551759,-0.139551,0.112627,-0.0227225,-0.0301709,-0.835206,0.744927,-0.286737,0.30779,0.475336,-0.451601,0.0636374,-0.0502319,-0.0387846,0.0226806,-0.667845,0.605993,0.893569,-0.922138,0.518711,-0.505232,0.042165,0.0247808,0.0433662,-0.4,-0.827837,0.711984,-0.302176,0.301869,0.498466,-0.501849,0.00658018,-0.00612486,0.00545625,-0.00803896,-0.648209,0.645671,0.947804,-0.947167,0.548303,-0.552191,0.00575238,-0.00995274,0.00247,-0.404412,0.0486933,-0.0506674,-0.155364,0.0430418,-0.0303293,0.220363,0.121125,-0.0872828,-0.0648168,0.039039,-0.0422433,0.0724632,0.00536711,-0.0583685,0.0618415,-0.0151558,-0.081062,-0.0248176,0.0298099,-0.000268214,-2.26507,-0.455153,10.1895,0.0130362,-0.0225817,-0.0195233,0.853772,0.0889063,-14.0655,0.0603952,0.527228,0.0618634,1.20319,-1.22757,-18.5565,0.221657,-0.310629,-0.102499,0.0118567,0.0564388,0.377175,-0.0355413,-0.0534773,0.318066,0.0572109,0.0453411,0.360893,0.0773695,0.0182886,0.314936,0.0116251,-0.055561,0.377201,-0.035318,0.0545224,0.318041,0.0570248,-0.0446586,0.360915,0.077295,-0.0177113,0.314945,-0.0444027,-0.0724338,0.0175895,-0.0443495,0.0737548,0.0174092,0.0435846,-0.0730647,0.0128896,0.0436491,0.0739151,0.0128835,0.0414239,-0.107588,0.265914,0.0556289,-0.117033,0.238265,0.0514863,0.108386,0.266378,0.0689326,0.117711,0.240608,1.37898e-10,9.47554e-11,2.39106e-10,5.2444e-09,5.50164e-09,6.34688e-09,2.2106e-07,3.67476e-12,2.59711e-07,2.30583e-07,2.69105e-07,2.42537e-07,2.73268e-07,2.56228e-07,1.98417e-08,2.36264e-08,4.27325e-08,8.09149e-08,3.4402e-08,1.23337e-07,1.50669e-07,6.03462e-08,5.28394e-08,9.53077e-08,9.21645e-08,1.85799e-07,1.38566e-06,1.68087e-06,4.74475e-06,9.78519e-05,9.25236e-05,0.000104033,0.00434085,6.79017e-08,0.00510108,0.00460989,0.00529549,0.00498122,0.00530624,0.00536164,0.000418667,0.000493187,0.000816361,0.00156032,0.000686362,0.00245943,0.00307016,0.00121215,0.00104885,0.00183057,0.001819,0.00367105,-0.835206,0.744927,-0.286737,0.30779,0.475336,-0.451601,0.0636374,-0.0502319,-0.0387846,0.0226806,-0.667845,0.605993,0.893569,-0.922138,0.518711,-0.505232,0.042165,0.0247808,0.0433662,-0.4,2.04032e-06,2.2839e-06,2.5773e-06,1.9862e-06,2.36367e-06,2.47992e-06,1.43948e-06,1.32107e-06,1.28535e-06,1.24653e-06,1.56671e-06,1.33825e-06,1.79428e-06,1.33853e-06,1.44603e-06,1.23638e-06,1.98036e-06,1.47934e-06,1.79051e-06,1.00005e-06,0.0313533,0.0354226,0.0410072,0.0298537,0.038623,0.0395448,0.0190461,0.0166849,0.0157318,0.0149975,0.0212465,0.0169038,0.0261844,0.0165551,0.0190488,0.0148898,0.0294319,0.0195422,0.0255519,0.010001,0.436294,0.337633,0.339559,0.00325701,0.00461875,0.0101963,8.07213,4.43016,36.5121,1.02992,1.16152,1.04011,7.55811,4.01959,28.4382,1.02524,1.18283,1.06357,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,1e+10,100,100,1e+10,1e+10,1e+10,100,1e+10,1e+10,1e+10,1e+10,1e+10,100,0,30.3406,
